Ryhmä;Suomenkielinen nimi;Tieteellinen nimi;Kuvaus;Koko;Kasvupaikka;Kemia;Levinneisyys;Mikrosienet;Muuta;Löydettyjä isäntäkasveja;Isäntäkasvin muita piensieniä;Löytöpaikoista Luopioisissa;Maastotuntomerkit;Vertaa seuraaviin;Kirjallisuus;Kuva 1;Kuva 2;Kuva 3;Kuva 4;Kuva 5;Kuva 6;Kuva 7;Kuva 8;Kuva 9;Kuva 10
Putkilokasvit;Rusoamerikanhorsma;Epilobium adenocaulon;Amerikanhorsma on monivuotinen horsmakasvi, jonka varsi on yleensä haaraton yläosasta karvainen, lehdet lyhytruotiset ja kaljut, kukka on pieni ja vaalean purppuranpunainen, luotti nuijamainen.;30 - 120 cm;Rannoilla, ojissa, joutomailla, hakkuilla.;;Yleinen Etelä- ja Keski-Suomessa.;horsmanhaituhärmä (Podosphaera epilobii) horsmannystyruoste (Pucciniastrum epilobii);Tulokaslaji, joka on nopeasti yleistynyt. Kasvista on sekä läntinen että itäinen muoto. Vieraslaji.;;;Amerikanhorsma on alueella hyvin yleinen ja paikoin runsas kasvi. Horsma kasvaa monenlaisilla kosteilla kasvupaikoilla, kuten ojissa, kaivannoissa, rantapelloilla ja pientareilla. Kaikki löydetyt kasvustot ovat olleet läntistä  muotoa. Kasvi on voimakkaasti lisääntynyt 1900-luvun lopulta alkaen. Yleisestä lehtohorsmasta sen erottaa nuijamaisesta luotista kukan teriön keskellä.;;;;;;;;;;;;;
Putkilokasvit;Jonsonindurra;Sorghum halepense;Durra on monivuotinen heinäkasvi, jonka varsi on pysty, vankka ja sileä, solmut karvaiset, lehdet 1-2 cm leveät ja keskellä vaalea viiru, kukinto on tiheä, jonka tähkylät varisevat. Vihne on 10-16 mm pitkä.;1 - 2 m;Kasvupaikka:Kaatopaikoilla, pelloilla, ruokintapaikoilla, satunnaiskasvi.;;Kotoisin Pohjois-Afrikasta ja Länsi-Aasiasta, Etelä- ja Keski-Suomessa, harvinainen.;;Tärkeä viljakasvi tropiikissa.;;;Durra on alueella satunnaiskasvi. Heinä on tavattu Luopioisista pari kertaa tuorerehupellosta myöhään syksyllä. Se ei ehdi kesän aikana kukkaan, mutta leveät lehdet ja paksu korsi pistävät silmään hennomman heinän keskeltä. Määritys on tapahtunut steriilin verson mukaan, joten täyttä varmuutta lajista ei ole. Näytettä on verrattu myös tavalliseen durraan (S. bicolor).;;;;;;;;;;;;;
Putkilokasvit;Durumvehnä;Triticum turgidum ssp.durum;Durumvehnä on yksivuotinen tai talvehtiva heinäkasvi, jonka korsi on litteätuppinen, ontto ja korvakkeet ovat karvaisia, kukinto on tiheä kerrannaistähkä, vihne lyhyt tai puuttuu.;50 - 120 cm;Eteläeurooppalainen viljakasvi, joka on toisinaan satunnainen kaatopaikoilla joutomailla.;;Ei viljellä Suomessa, mutta versoja voi löytää Etelä-Suomesta.;;Muita nimikkeitä: kovavehnä, makaronivehnä, lasivehnä, pastavehnä.;;;Durumvehnä on alueella harvinainen satunnaiskasvi. Se on löytynyt Luopioisista vain kerran. Kesällä 2008 löysin Rautajärveltä metsätien varresta rikkakasasta muutaman durumvehnän taimen. Kasassa kasvoi muitakin eläinten rehuksi käytettyjä viljoja. Durumvehnä ei menesty Suomessa, mutta siitä jauhettuja jauhoja käytetään kyllä jonkin verran ruoanlaitossa ja eläinten rehuna sekä lintujen ruokinnassa.;;;;;;;;;;;;;
Putkilokasvit;Englanninraiheinä;Lolium perenne;Englanninraiheinä on monivuotinen heinäkasvi. Se on löyhästi mätästävä, korsi on sileä, lehdet litteät ja suipot, kukinto 10-20 cm pitkä tähkä. Tähkylän kapea sivu on rankaa vasten ja se on vihneetön.;30 - 60 cm;Pihoilla, joutomailla, nurmilla, rehupelloilla.;;Lähes joka nurmikolla kylvettynä. Satunnaisena harvinainen lähes koko maassa.;;Nurmikkokasvi, rehukasvi.;;;Engalnninraiheinä on alueella yleinen nurmikko- ja rehukasvi. Sen löytää helposti niittämättömiltä alueilta rehupellon- tai pihanreunoilta, mihin se on jäänyt kylvön jälkeen kasvamaan. Monivuotisena se saattaa viihtyä paikalla muutaman vuoden ajan, mutta ei kestä suurempien heinien kilpailua. Kasvi risteytyy helposti italianraiheinän kanssa, jolloin sen tähkään ei muodostu jyvää. Risteymää on löytynyt muutaman kerran rehupelloista. Kasvi risteytyy myös nurminadan kanssa (Festuca pratensis x Lolium perenne). Tätä risteymää on löydetty alueelta kaksi kertaa: Rautajärven kartanon perinnehaasta ja Niemikunnan Aholasta.;;;- Kuitunen, T. 2001: Kasvihavaintoja Luopioisista (EH) vuosilta 1999-2000. - Talvikki 25: 38-42. Englanninraiheinän kukkiva tähkä Lolium perenne x multiflorumLolium perenne x multiflorum;;;;;;;;;;
Putkilokasvit;Etelänpeltohatikka;Spergula arvensis ssp. arvensis;Etelänpeltohatikka on yksivuotinen kohokkikasvi, jonka varsi on pysty ja tahmeakarvainen, lehdet liereitä, suorat, kellanvihreitä ja säteittäin varrella. Kukat ovat valkoisia ja lyhytteriöisiä, hedelmä musta ja nystermäinen.;10 - 40 cm;Pelloilla ja puutarhoissa, kallioilla, lastauspaikoilla.;;Harvinainen Etelä-Suomessa, pohjoisempana satunnainen Piensienet:;;Vallitseva rotu pohjanpeltohatikka (ssp. sativa), harvinaisia etelänpeltohatikka (ssp. arvensis) ja pellavahatikka (ssp. maxima).;;;Etelänpeltohatikka on alueella hyvin harvinainen ja niukka rikkakasvi. Sen olen löytänyt vain kerran Padankosken uimarannalta 2020. Siellä se kasvoi hiekalla laajan pohjanpeltohatikkakasviston keskellä muutaman tuppaan voimin. Kasvi leviää satunnaisesti maansiirtojen ja liikenteen mukana.;;;;https://luokasvit.s3-eu-west-1.amazonaws.com/Kasvilajit/spergula_arvensis_ssp._arvensis1.jpg;;;;;;;;;
Putkilokasvit;Etelänruttojuuri;Petasites hybridus;Etelänruttojuuri on monivuotinen asterikasvi, jonka kukintoverso kasvaa ennen lehtiä keväällä ja on punainen. Lehdet ilmestyvät kesällä ja ovat suuria, munuaismaisia.;Kukinto 15 - 40 cm;Koristekasvi ja toisinaan viljelyjäänne tai -karkulainen asutuksen lähellä.;;Melko harvinainen Etelä- ja Keski-Suomessa, läntinen.;männynruttojuuriruoste (Coleosporium petasites);Vieraslaji.;;;Etelänruttojuuri on alueella yleinen koristekasvi. Se levittäytyy helposti ympäristöönsä kasvullisesti ja muodostaa laajojakin kasvustoja ojiin, rannoille ja pientareille. Kasvi ei kestä pitkää kuivuutta eikä varjostusta, mutta suotuisissa olosuhteissa se saattaa vallata kasvualuetta laajaltikin luonnonkasveilta. Tulokasvina se on voimakas ja tuhoisa kedoilla ja niityillä. Onneksi se näyttää kuitenkin jäävän näillä lyhytikäiseksi. Kasvupaikkoja löytyy esim. Padankoskelta uimarannan läheltä ja Salimäestä, Ämmätsästä teiden varsilta ja Iso-Lemmittylän konesuojan takaa sekä Kuohijoen Tervaniemestä. Kasvi näyttää olevan runsastumassa.;;;Ruttojuuren keväinen kukka Lehden alapinnalla kasvaa ruttojuurenruostetta;;;;;;;;;;
Putkilokasvit;Eteläntuoksusimake;Anthoxanthum odoratum;Tuoksusimake on monivuotinen heinäkasvi, joka kukkii aikaisin alkukesästä. Se on hyväntuoksuinen (kumariini). Loppukesästä tähkät ovat ojlenkeltaisia.;25 - 60 cm;Pientareilla, tuoreilla niityillä, hakkuuaukeilla.;;Yleinen Etelä- ja Keski-Suomessa, harvinaistuu Etelä-Lappiin mennessä.;simakkeenitiöpallonoki (Urocystis roivainenii), EnL simakkeenviirunoki (Ustilago anthoxanthi), EnL happomarjanheinäruoste (Puccinia graminis) lusteenruoste (Puccinia brachypodii) heinänhärmä (Blumeria graminis);;;;Tuoksusimake on alueella hyvin yleinen. Sen tapaa parhaiten  maanteiden pintareilta, pellonreunoilta ja niityiltä. Yleensä se kasvaa kuivilla, hiekkaisilla, ihmisen muokkaamilla paikoilla. Tuoksusimake on keväällä helposti huomattavissa, mutta loppukesän oljenväriset tähkät saattavat jäädä huomaamatta muun kasvillisuuden joukosta.;;;;https://luokasvit.s3.eu-west-1.amazonaws.com/Kasvilajit/anthoxanthum_odoratum1.jpg;https://luokasvit.s3.eu-west-1.amazonaws.com/Kasvilajit/anthoxanthum_odoratum2.jpg;;;;;;;;
Putkilokasvit;Etelänvariksenmarja;Empetrum nigrum;Variksenmarjat ovat monivuotisia varpuja, joiden lehdet ovat lähes neulamaiset, kukat lehtihankaiset ja perättömät, hedelmä kiiltävän musta luumarja. Kasvi on kaksi- tai yksikotinen.;10 - 30 cm;Soistuvissa kangasmetsissä, rämeillä, kallioilla.;;Yleinen Etelä- ja Keski-Suomessa, harvinaistuu Etelä-Lappiin mennessä. Siellä sen korvaa pohjanvariksenmarja (ssp. hermafroditum);variksenmarjanruoste (Chrysomyxa empetri) variksenmarjanmustasieni (Melasmia empetri);Kaksi alalajia: Etelänvariksenmarja (ssp. nigrum) on kaksikotinen, pohjanvariksenmarja (ssp. hermafroditum) on yksikotinen.;;;Etelänvariksenmarja on alueella jokseenkin yleinen. Pohjanvariksenmarja on harvinaisempi. Nimilaji kasvaa  soilla ja soistumilla. Rämeillä se saattaa olla suon valtavarpu ja tehdä runsaastikin marjoja. Pohjanvariksenmarja kasvaa korkeilla kallioilla ja Kukkian rantakallioiden reunoilla Soiden vähäisyyden vuoksi etelänvariksenmarja ei ole kovin yleinen, mutta vaatimattomana saattaa kasvaa pienilläkin soistumilla runsaana. Jonkin verran sitä on myös kallioilla ja rannoilla, jolloin sen erottaminen pohjanvariksenmarjasta on  marjattomana joskus vaikeaa.;;;Etelänvariksenmarjan hedelmiä Pohjanvariksenmarjan kukat Pohjanvariksenmarjan hedelmiä;;;;;;;;;;
Putkilokasvit;Etelänpeltohatikka;Spergula arvensis ssp. arvensis;Etelänpeltohatikka on yksivuotinen kohokkikasvi, jonka varsi on pysty ja tahmeakarvainen, lehdet liereitä, suorat, kellanvihreitä ja säteittäin varrella. Kukat ovat valkoisia ja lyhytteriöisiä, hedelmä musta ja nystermäinen.;10 - 40 cm;Pelloilla ja puutarhoissa, kallioilla, lastauspaikoilla.;;Harvinainen Etelä-Suomessa, pohjoisempana satunnainen Piensienet:;;Vallitseva rotu pohjanpeltohatikka (ssp. sativa), harvinaisia etelänpeltohatikka (ssp. arvensis) ja pellavahatikka (ssp. maxima).;;;Etelänpeltohatikka on alueella hyvin harvinainen ja niukka rikkakasvi. Sen olen löytänyt vain kerran Padankosken uimarannalta 2020. Siellä se kasvoi hiekalla laajan pohjanpeltohatikkakasviston keskellä muutaman tuppaan voimin. Kasvi leviää satunnaisesti maansiirtojen ja liikenteen mukana.;;;;https://luokasvit.s3-eu-west-1.amazonaws.com/Kasvilajit/spergula_arvensis_ssp._arvensis1.jpg;;;;;;;;;
Putkilokasvit;Euroopanketunlieko;Huperzia europaea;Euroopanketunlieko on monivuotinen sanikkainen. Kasvin verso on vihreä, varpumainen, pysty ja tiheälehtinen. Verson kärkisilmu on selvästi esiinpistävä. Itusilmuhaaroja on yleensä niukasti. Lehdet ovat neulamaisen litteitä ja siirottavat sivulle ja ylöspäin. Lehdet eivät ole asettuneet varrelle selviksi riveiksi. Itiöpesäkkeet ovat verson yläosassa lehtihangoissa.;10 - 25 cm;Kangasmetsät, kallioiset maat, louhikot,  lehdot, puronvarsikivikot, rantakivikot.;;Tavataan melko yleisenä koko maasta. On lajeista yleisin ja laajimmalle levinnyt.;;Todennäköisesti kotoperäinen laji Euroopalle.;;;Euroopanketunlieon olen tavannut Luopioisista vain kerran, joten sen yleisyyttä en voi vielä tietää, koska päälaji pilkottiin vasta hiljattaln viideksi lajiksi. Kartassa piste on tämän lajin löytöpaikkoja, mutta alkiperäisen lajin kartassa on varmasti useita tähän lajiin kuuluvia löytöpaikkoja Kasvin löytöpaikka oli  varjoisia kivinen puronvarsilehto, jossa puut  varjostivat kasvustoa. Maaperä oli koteaa lehtomultaa. Metsänhakkuuta laji ei kestä, vaan kasvustot näivettyvät ja katoavat. Kasvin voi sekoittaa paitsi nyt erotettuihin lajeihin, niin myös riidenliekoon. Ketunliekojen pesäkkeet ovat kuitenkin lehtihangoissa eikä verson latvassa. Vaikein eiroopanketunlieko on erottaa korpiketunliosta.;;;- Uotila, Pertti: Suomen ketunlieot - kaksi lajia vai viisi lajia? - verkkosivu: www.luomus.fi/lutulan- vuosikerrat-2011#vsk%202022 Numero 2/2021;https://luokasvit.s3.eu-west-1.amazonaws.com/Kasvilajit/huperzia_europaea2.jpeg;https://luokasvit.s3.eu-west-1.amazonaws.com/Kasvilajit/huperzia_europaea1.jpeg;;;;;;;;
Putkilokasvit;Ojapalpakko;Sparganium microcarpum;ojapalpakko on monivuotinen, pystyvartinen ja vankka vesikasvi, jonka lehdet ovat 7-25 mm leveät ja teräväsärmäiset. Kukintoranka on haarova ja näiden latvassa on runsaasti hedesykeröitä, mutta emisykeröitä vain 1 - 2 kpl haaraa kohti.;50 - 150 cm;Rehevissä suojaisissa lahdekkeissa mutapohjalla vesirajan molemmin puolin, ojissa.;;Jokseenkin yleinen Etelä- ja Keski-Suomessa.;;;;;ojapalpakko on alueella melko yleinen ja paikoin runsas vesikasvi. Sen kasvupaikat ovat mutapohjaisia järvenlahtia rydin, osmankäämien ja sarojen joukossa tai seisovavetisissä pellonojissa. Näyttäviä kasvustoja on esimerkiksi Kukkian lahdekkeissa ja Kouvalanjärveltä. Kasvi muodostaa joskus sopivalla kasvupaikalla laajoja yhtenäisiä kasvustoja.;;;- Ranta, Y. 2007: Pälkäneen haarapalpakoista. - Talvikki 31: 37-40.;;;;;;;;;;
Putkilokasvit;Haisukurjenpolvi;Geranium robertianum;Haisukurjenpolvi on 1-2 -vuotinen pahanhajuinen kurjenpolvikasvi, jonka varsi on pehmytkarvainen ja monihaarainen. Kolmisormisten, liuskaisten lehtien   keskilehdykkä on ruodillinen. Kukat ovat vaaleanpunaiset/lilat.;15 - 40 cm;Lehdoissa, kallioilla ja kivillä.;;Jokseenkin yleinen Etelä- ja Keski-Suomessa.;haisukurjanpolvenpikisieni (Coleroa robertiani);Hajun saa esiin hiertämällä kasvin lehtiä sormiensa välissä.;;;Haisukurjenpolvi on alueella yleinen lehtokasvi. Sen löytää hyvin usein lehtokallioilta tai siirtolohkareilta. Se ei kestä kilpailua, mutta yksivuotisena muodostaa runsaitakin kasvustoja suotuisissa olosuhteissa. Kasvin esiintyminen oikullista. Se saattaa kadota kasvupaikaltaan ilman mitään näkyvää syytä ja ilmaantuu toisaalle hyvinkin runsaana. Siemenet säilyvät itämiskykyisinä pitkään. Yksivuotisena se käyttää hyväkseen koko kesän ja niinpä sen kukkia saattaa löytää vielä marraskuussa ja lehtiruusukkeita talvellakin.;;;- Kuitunen, T. 1987: Eräiden lehtokasvien levinneisyydestä Luopioisten Padankoskella. - Talvikki 11: 62-73.;;;;;;;;;;
Putkilokasvit;Haisusauramo;Anthemis cotula;Haisusauramo on yksivuotinen, pahanhajuinen asterikasvi, jonka varsi on pysty ja runsashaarainen, lehdet kahteen kertaan pariliuskaiset ja otakärkiset, kukinto mykerö, jonka laitakukat ovat valkoiset, kehräkukat keltaiset ja mykerön pohjussuomut äimämäiset.;20 - 50 cm;Joutomailla, pientareilla, lastauspaikoilla, puutarhoissa.;;Harvinainen satunnaiskasvi koko maassa.;;Peltosauramosta sen erottaa esim. hajun perusteella.;;;Haisusauramo on alueella harvinainen satunnaiskasvi. Tapio Lahtonen löysi kasvia vuonna 1980 useasta kohdasta Kirkonkylä-Aitoo tien pientareilta sen jälkeen kun tie oli kunnostettu ja pientareet nurmetettu. Kasvustot säilyivät yhden kesän ajan. Haisusauramo on vaikeasti erotettavissa sekä saunakukasta että peltosauramosta ja jää siksi helposti huomaamatta.;;;- Lahtonen, T. 1980: Havaintoja tienurmetuskasveista Luopioisissa 1980. - Talvikki 4: 34-38.;;;;;;;;;;
Putkilokasvit;Hajuheinä;Cinna latifolia;Hajuheinä on monivuotinen heinäkasvi, jonka korsi on kalju ja hyväntuoksuinen, veltot lehdet lyhyet ja leveät, röyhy suuri ja siirottava. Kasvi on pienikukkainen.;60 - 100 cm;Kivikkoiset puronvarret, lähteiset lehtorinteet.;;Harvinainen Etelä- ja Keski-Suomessa.;;Hajuaineena kumariini. Rauhoitettu! Kansainvälinen vastuulaji. Hajuheinänkasvustoja tulee pitää silmällä vuosittain. Se säilyy kasvupaikallaan hyvin ja voi myös laajentaa aluettaan, mutta ei kestä maanmuokkausta eikä kovin voimakasta puuston poistoa. Otettava aina huomioon metsäsuunnitelmissa.;;;Hajuheinä on harvinainen kumariinilta tuoksuva lehtoheinä. Rauhoitettua hajuheinää kasvaa alueella kahdella paikalla. Vanha löytö on Rautajärvellä Vahlejärven laskupuron kivikkoisesta lehdosta. Heinä voi siellä edelleen hyvin. Kesällä 2011 heinä löytyi parissa paikassa puron varrella (kuvat). Toinen kasvupaikka on Ämmätsässä Karijärven laskupuron kivikossa ja puron alapuolisen ojan penkoilla runsaana ja pitkällä matkalla. Kasvi voi vielä 2001 hyvin ja oli jopa laajentanut kasvualuettaan. Kesällä 2010 puro oli kuivillaan (majavanpato) ja heinä voi huonommin kuin edellisinä vuosina.;;;- Häyhä, T. 2003: Uhanalaiset kasvit Kanta-Hämeessä. - Alueelliset ympäristöjulkaisut 306. Hämeen ympäristökeskus. 129s. - Kuitunen, T. 1986: Hajuheinä (Cinna latifolia) Luopioisten Ämmätsässä. - Talvikki 10: 10-13. - Kääntönen, M. & Lainamo, S. 2007: Hajuheiunän (Cinna latifolia) seurantaa Pirkanmaalla 2003 - 2006. - Talvikki 31: 19-31. - Vauhkonen, M. 2003: Päijät-Hämeen uhanalaiset ja silmälläpidettävät putkilokasvit. - Alueelliset ympäristöjulkaisut 326. Hämeen ympäristökeskus. 98s.;;;;;;;;;;
Putkilokasvit;Hakamaapoimulehti;Alchemilla subcrenata;Hakamaanpoimulehti on monivuotinen ruusukasvi. Kukinnot ovat kaljut ja varren karvat ulospäin siirottavat. Lehdet ovat suuret, poimuiset, vaalean vihreät, alta ja päältä karvaiset, matalissa lehtiliuskoissa on 13 - 15 hammasta.;30 - 70 cm;Kosteat niityt, ojat, lehdot, lähteiköt, pientareet.;;Hyvin yleinen koko maassa Etelä-Lappiin saakka.;poimulehdenruoste (Trachyspora intrusa) mansikanhaituhärmä (Podosphaera aphanis) poimulehdenlaikkusieni (Ramularia haplospora) poimulehdenlehtihome (Peronospora alchemillae);Apomiktinen pikkulaji;;;Poimulehtien suvun edustajista alueella yleisimmät ovat piennar-, laidun- ja hakamaapoimulehti. Hakamaapoimulehteä tapaa lähes jokaisesta ruudusta, jossa vain on peltoa, laidunta, kosteaa piennarta tai joutomaata. Hakamaapoimulehti on alueella yleinen tuoreilla niityillä, rantojen läheisyydessä, ojissa ja kaikkialla missä kosteutta riittää sen kasvamiseen. Se on helppo tunnistaa pehmeistä, poimuisista, harvahampaisista ja suurista lehdistään. Kasvi kuuluu sadan yleisimmän kasvin joukkoon Luopioisissa.;;;;https://luokasvit.s3-eu-west-1.amazonaws.com/Kasvilajit/alchemilla_subcrenata1.jpg;https://luokasvit.s3-eu-west-1.amazonaws.com/Kasvilajit/alchemilla_subcrenata2.jpg;;;;;;;;
Putkilokasvit;Halava;Salix pentandra;Halava on puu tai pensas, jonka varret ovat punaruskeita ja kaljuja, korvakkeet pieniä, lehdet sahalaitaisia, suikeita, tummanvihreitä, kaljuja kiiltäviä,  lehtiruodilla on nystyjä. Kasvi kukkii lehtien puhjettua.;2 - 14 m;Rannoilla, märillä niityillä, ojissa.;;Yleinen Etelä- ja Keski-Suomessa, harvinaistuu Pohjois-Lapissa.;jokipajunkeltaruoste (Melampsora laricis-pentandrae);Risteytyy helposti muiden pajujen kanssa.;;;Halava on alueella melko yleinen mutta niukka kasvi. Se kasvaa yleensä rannoilla ja teiden varsilla pensamaisena tai yksittäisenä puuna. Talviaikaan se on helppo havaita, koska silloin sen emikukinnot ovat pumpulimaisen pulleat valmiina lennättämää siemeniä ympäristöönsä. Ajankohta erottaa sen muista pajuista. Halava risteytyy muiden pajujen kanssa. Risteymiä ei ole systemaattisesti kartoitettu eikä määritetty.;;;Ruostesientä halavan lehdillä Halavan ja raidan risteymä;;;;;;;;;;
Putkilokasvit;Hamppu;Cannabis sativa;Hamppu on yksivuotinen ja kaksikotinen hamppukasvi. Lehdet ovat alhaalla vastakkain ylempänä kierteisesti 3-7-sormiset. Kukinnot ovat lehtihankaisia ja varren latvaosassa. Hedelmä on pähkylä.;50 - 200 cm;Kaatopaikoilla, satamissa, joutomailla, tulokasvi.;;Tavataan satunnaisena Etelä- ja Keski-Suomesta.;;Hamppua on ennen viljelty yleisesti kuitukasvina. Useita lajikkeita, esim: kuituhamppu, kääkehamppu, öljyhamppu ja päihdehamppu (kannabis).;;;Hamppu on alueella harvinainen satunnaiskasvi. Sen kasvupaikkoja ovat lähinnä pihat, jolloin siemen on kulkeutunut sinne lintujen ruokintapaikkojen kautta. Linnunsiemenseokset sisältävät usein myös hampun siemeniä. Kasvin olen löytänyt muutamista pihoista, mutta se on usein jäänyt merkitsemättä muistiin. Kasvi kasvaa paikallaan vain yhden kesän. Löydettyjen kasvien lajiketta ei ole määritetty.;;;;https://luokasvit.s3-eu-west-1.amazonaws.com/Kasvilajit/cannabis_sativa1.jpg;;;;;;;;;
Putkilokasvit;Siropaju;Salix repens;Siropaju on suikertavavartinen pensas/varpu. Sen varret ovat kellanruskeita ja kaljuja, korvakkeet puuttuvat, lehdet ovat kapeita, hopeanharmaita, päältä kiiltävän vihreitä ja alta tiheäkarvaisia.  Kasvi kukkii ennen lehtien puhkeamista.;10 - 50 cm;Hiekkarannoilla, märillä niityillä, soiden ja peltojen laidoilla.;;Yleinen rannikoilla, sisämaassa harvinainen.;pajunkeltaruoste (Melampsora epitea) pajunhärmä (Erysiphe adunca) pajunpikisieni (Rhytisma salicinum);Risteytyy helposti muiden pajujen kanssa. Alalajit: hanhensiropaju (ssp. repens) yleinen rannikolla, kaitasiropaju (ssp. rosmarinifolia) jokseenkin harvinaisena sisämaassa.;;;Siropaju on alueella  harvinainen ja niukka kasvi. Hanhensiropaju on löydetty Rautajärveltä Pihtilammen tien reunasta lähellä kääntöpaikkaa. Kasvi on ilmeisesti alunperin levinnyt tielle tuodun hiekan mukana. Toinen kasvusto löytyi kesällä 2011 Niittylahdesta mökkitien reunasta. Sen alkuperästä ei ole tietoa. Kaitasiroipaju on alueella nimirotua yleisempi. Sen yksittäiset pensaat ovat löytyneet hyvinkin erilaisilta kasvupaikoilta: pellonreunasta Padankoskella ja Kuohijoella, lehdosta Padankoskella ja rantasoistumalta Kortteenpohjalla. Suurin esiintymä on Aitoon Halisevanjärvellä suon itäpäässä luhtanevan reunassa usealla paikalla. Siropajun esiintymiä tulee pitää silmällä.;;;Siropajun emikukintoja Kaitasiropaju (Salix repens ssp. rosmarinifolia);;;;;;;;;;
